"Reporting Starts","Reporting Ends","Ad Set Name","DMA Region",Budget,"Budget Type","Amount Spent (USD)","Amount Spent Today (USD)","CTR (All)","CTR (Link Click-Through Rate)","CPC (Cost per Link Click) (USD)","Link Clicks","Cost per Website Lead (USD)","Website Leads","Cost per Lead (Form) (USD)","Leads (Form)","Offer Claims","Cost per Offer Claim (USD)","Cost per Website Content Views (USD)","Cost per Website Purchase (USD)","Cost per Page Like (USD)","Post Reactions"
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Los Angeles",5,Daily,0.09,0.04,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"San Francisco-Oak-San Jose",5,Daily,0.07,0.06,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Reno,5,Daily,0.09,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Seattle-Tacoma,5,Daily,0.09,0.09,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Las Vegas",5,Daily,0.05,0.01,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Sacramnto-Stkton-Modesto,5,Daily,0.02,0.02,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Fresno-Visalia,5,Daily,0.01,0.01,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"New York",10,Daily,0.62,0,3.448275862069,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Macon,10,Daily,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Philadelphia,10,Daily,0.22,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Detroit,10,Daily,0.18,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Savannah,10,Daily,0.22,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Pittsburgh,10,Daily,0.24,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Cleveland-Akron (Canton)",10,Daily,0.06,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Washington, DC (Hagrstwn)",10,Daily,0.2,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Baltimore,10,Daily,0.19,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Flint-Saginaw-Bay City",10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Buffalo,10,Daily,0.23,0,200,100,0.23,1,,,0.23,1,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Cincinnati,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Charlotte,10,Daily,0.19,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Greensboro-H.Point-W.Salem,10,Daily,0.1,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Augusta-Aiken,10,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Columbus, GA (Opelika, Al)",10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Atlanta,10,Daily,0.89,0,3.5714285714286,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Miami-Ft. Lauderdale",10,Daily,0.34,0,20,10,0.34,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Orlando-Daytona Bch-Melbrn",10,Daily,0.22,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Columbus, OH",10,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Rochester, NY",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Tampa-St. Pete (Sarasota)",10,Daily,0.11,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Dayton,10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Norfolk-Portsmth-Newpt Nws",10,Daily,0.09,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Toledo,10,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"West Palm Beach-Ft. Pierce",10,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Wilmington,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Lansing,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Richmond-Petersburg,10,Daily,0.06,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Knoxville,10,Daily,0.05,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Raleigh-Durham (Fayetvlle)",10,Daily,0.13,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Jacksonville,10,Daily,0.09,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Harrisburg-Lncstr-Leb-York,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Ft. Myers-Naples",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Chattanooga,10,Daily,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Wilkes Barre-Scranton-Hztn",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"South Bend-Elkhart",10,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Chicago,10,Daily,0.43,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"St. Louis",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Shreveport,10,Daily,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Milwaukee,10,Daily,0.07,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Houston,10,Daily,0.82,0,26.666666666667,6.6666666666667,0.82,1,,,,,,,,,,1
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"New Orleans",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Dallas-Ft. Worth",10,Daily,0.46,0,18.181818181818,,,,,,,,,,,,0.46,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Waco-Temple-Bryan,10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Paducah-Cape Girard-Harsbg",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Austin,10,Daily,0.08,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Jackson, TB",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Memphis,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"San Antonio",10,Daily,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Lafayette, LA",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Champaign&Sprngfld-Decatur,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Panama City",10,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Nashville,10,Daily,0.12,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Madison,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Mobile-Pensacola (Ft Walt)",10,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Montgomery-Selma,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Baton Rouge",10,Daily,0.13,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Los Angeles",10,Daily,0.63,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"Palm Springs",10,Daily,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"San Francisco-Oak-San Jose",10,Daily,0.22,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,"San Diego",10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigBlSt2ITBiz_AllD,Sacramnto-Stkton-Modesto,10,Daily,0.4,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_SFSBmix2644_AllD,Detroit,10,Daily,0.14,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_SFSBmix2644_AllD,"Washington, DC (Hagrstwn)",10,Daily,0.11,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_SFSBmix2644_AllD,Charlotte,10,Daily,0.16,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_SFSBmix2644_AllD,"Charleston, SC",10,Daily,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_SFSBmix2644_AllD,Indianapolis,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_SFSBmix2644_AllD,Tallahassee-Thomasville,10,Daily,0.08,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_SFSBmix2644_AllD,"Columbus, OH",10,Daily,0.05,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_SFSBmix2644_AllD,Dayton,10,Daily,0.06,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_SFSBmix2644_AllD,"Columbia, SC",10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_SFSBmix2644_AllD,"Raleigh-Durham (Fayetvlle)",10,Daily,0.06,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_SFSBmix2644_AllD,"St. Louis",10,Daily,0.1,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_SFSBmix2644_AllD,"Kansas City",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_SFSBmix2644_AllD,Milwaukee,10,Daily,0.05,0,100,50,0.05,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_SFSBmix2644_AllD,Houston,10,Daily,0.13,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_SFSBmix2644_AllD,"Dallas-Ft. Worth",10,Daily,0.22,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_SFSBmix2644_AllD,"Birmingham (Ann And Tusc)",10,Daily,0.02,0,50,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_SFSBmix2644_AllD,Greenwood-Greenville,10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_SFSBmix2644_AllD,Tyler-Longview(Lfkn&Ncgd),10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_SFSBmix2644_AllD,"Jackson, MS",10,Daily,0.07,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_SFSBmix2644_AllD,Bakersfield,10,Daily,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_SFSBmix2644_AllD,Sacramnto-Stkton-Modesto,10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"New York",20,Daily,0,0,1.0752688172043,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Binghamton,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Philadelphia,20,Daily,2.5,0,16,4,2.5,1,,,,,1,2.5,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Detroit,20,Daily,0,0,14.285714285714,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Boston (Manchester)",20,Daily,0,0,4.7619047619048,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Pittsburgh,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Cleveland-Akron (Canton)",20,Daily,0,0,9.0909090909091,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Washington, DC (Hagrstwn)",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Baltimore,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Flint-Saginaw-Bay City",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Buffalo,20,Daily,0,0,33.333333333333,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Cincinnati,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Erie,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Charlotte,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Greensboro-H.Point-W.Salem,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Charleston, SC",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Utica,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Indianapolis,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Miami-Ft. Lauderdale",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Albany-Schenectady-Troy,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Orlando-Daytona Bch-Melbrn",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Columbus, OH",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Rochester, NY",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Tampa-St. Pete (Sarasota)",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Dayton,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Norfolk-Portsmth-Newpt Nws",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Greenville-N.Bern-Washngtn,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Columbia, SC",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"West Palm Beach-Ft. Pierce",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Lansing,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Syracuse,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Richmond-Petersburg,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Knoxville,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Raleigh-Durham (Fayetvlle)",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Harrisburg-Lncstr-Leb-York,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Greenvll-Spart-Ashevll-And,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Harrisonburg,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Ft. Myers-Naples",20,Daily,0,0,100,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Roanoke-Lynchburg,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Salisbury,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Charlottesville,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Gainesville,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Corpus Christi",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Chicago,20,Daily,0,0,6.25,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"St. Louis",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Shreveport,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Kansas City",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Milwaukee,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Houston,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Springfield, MO",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"New Orleans",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Dallas-Ft. Worth",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Birmingham (Ann And Tusc)",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Austin,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Memphis,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"San Antonio",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Lake Charles",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Champaign&Sprngfld-Decatur,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Nashville,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Madison,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Peoria-Bloomington,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Mobile-Pensacola (Ft Walt)",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Beaumont-Port Arthur",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Montgomery-Selma,20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,Tyler-Longview(Lfkn&Ncgd),20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Baton Rouge",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Jackson, MS",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Phoenix (Prescott)",20,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,1!@sub_mixCarDev_Meetme1_2542_DT_adtxt_nopharmMS,"Tucson (Sierra Vista)",20,Daily,0,0,0,,,,,,,,,,,,,
